YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,TE11,866,1854
2026-04,WEEKDAY,20,TRAIN,SE4,1753,5482
2026-04,WEEKDAY,23,TRAIN,SW5,837,3535
2026-04,WEEKDAY,16,TRAIN,NS3,15766,24143
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,EW7,2527,8219
2026-04,WEEKDAY,17,TRAIN,NE11,27310,29255
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,EW20,5157,5416
2026-04,WEEKDAY,0,TRAIN,CC3,35,15
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,SW1,1276,766
2026-04,WEEKDAY,14,TRAIN,EW3,16654,17422
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,PW3,471,521
2026-04,WEEKDAY,8,TRAIN,BP13,3271,758
2026-04,WEEKDAY,17,TRAIN,NS13,64487,116003
2026-04,WEEKDAY,5,TRAIN,NE8,1509,90
2026-04,WEEKDAY,16,TRAIN,NS24/NE6/CC1,44722,31627
2026-04,WEEKDAY,23,TRAIN,TE7,653,2555
2026-04,WEEKDAY,21,TRAIN,BP4,1612,2434
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,DT34,1977,1108
2026-04,WEEKDAY,15,TRAIN,NS17/CC15,31666,20184
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,EW25,1493,73
2026-04,WEEKDAY,9,TRAIN,EW18,29591,28103
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,EW4,8822,7921
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,DT21,5361,2764
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,DT13,6659,4677
2026-04,WEEKDAY,13,TRAIN,NE17/PTC,44085,42647
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,BP2,1276,1139
2026-04,WEEKDAY,0,TRAIN,NE15,92,2103
2026-04,WEEKDAY,10,TRAIN,SW5,6281,4500
2026-04,WEEKDAY,17,TRAIN,BP6/DT1,47466,80786
2026-04,WEEKDAY,21,TRAIN,TE4,4128,4763
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,BP6/DT1,18054,21991
2026-04,WEEKDAY,11,TRAIN,DT17,29777,16662
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,NE18,2117,1055
2026-04,WEEKDAY,16,TRAIN,SW1,5282,2486
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,PW7,1235,2064
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,CG2,12258,13549
2026-04,WEEKDAY,5,TRAIN,EW3,4467,307
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,CC8,1866,2844
2026-04,WEEKDAY,7,TRAIN,BP6/DT1,150114,72949
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,CC25,3059,2976
2026-04,WEEKDAY,6,TRAIN,BP6/DT1,62706,28855
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,SE4,1237,731
2026-04,WEEKDAY,5,TRAIN,SE1,1784,737
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,BP9,221,687
2026-04,WEEKDAY,21,TRAIN,NE12/CC13,55044,63795
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,PE7,250,1660
2026-04,WEEKDAY,18,TRAIN,BP2,3305,8118
2026-04,WEEKDAY,23,TRAIN,DT8,311,1057
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,EW6,5780,7252
2026-04,WEEKDAY,20,TRAIN,EW5,26365,43785
2026-04,WEEKDAY,9,TRAIN,CC14,11019,8082
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,EW28,3747,14165
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,CE1/DT16,7822,20335
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,NS15,863,339
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,TE27,2371,2990
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,EW14/NS26,9988,11288
2026-04,WEEKDAY,10,TRAIN,NS27/CE2/TE20,1830,7929
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,TE7,123,14
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,CC12,104,10
2026-04,WEEKDAY,15,TRAIN,NS10,25904,33188
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,SW8,985,499
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,DT5,3623,7103
2026-04,WEEKDAY,5,TRAIN,BP12,3013,185
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,CC8,2,61
2026-04,WEEKDAY,23,TRAIN,PW1,162,53
2026-04,WEEKDAY,11,TRAIN,NE17/PTC,34859,28887
2026-04,WEEKDAY,0,TRAIN,EW7,147,853
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,NE12/CC13,24300,23833
2026-04,WEEKDAY,8,TRAIN,NS21/DT11,124180,134703
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,TE1,2515,1518
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,NS11,13691,23642
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,BP3,2137,2047
2026-04,WEEKDAY,13,TRAIN,NS17/CC15,34346,15638
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,NS13,24131,13148
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,CC16,3014,2987
2026-04,WEEKDAY,14,TRAIN,NS20,42080,43379
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,EW3,9467,4440
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,NS20,66,149
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,SE2,867,2996
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,PW3,486,244
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,CC19/DT9,4984,5046
2026-04,WEEKDAY,18,TRAIN,NS10,74146,121447
2026-04,WEEKDAY,12,TRAIN,EW11,17305,16564
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,NS8,461,1162
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,TE7,3029,3732
2026-04,WEEKDAY,5,TRAIN,CC23,310,556
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,SE1,1826,1853
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,BP8,729,865
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,DT27,32,403
2026-04,WEEKDAY,23,TRAIN,SW6,176,1552
2026-04,WEEKDAY,13,TRAIN,PW2,206,242
2026-04,WEEKDAY,19,TRAIN,PE2,3971,14550
2026-04,WEEKDAY,22,TRAIN,PW3,139,1110
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,CC16,971,2198
2026-04,WEEKDAY,21,TRAIN,EW1,14949,39653
2026-04,WEEKDAY,15,TRAIN,DT31,6818,7602
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,SW1,1170,968
2026-04,WEEKDAY,0,TRAIN,EW21/CC22,375,728
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,NS24/NE6/CC1,16226,23969
2026-04,WEEKDAY,9,TRAIN,DT13,8228,19903
2026-04,WEEKDAY,6,TRAIN,CG2,9953,11176
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,CC2,2458,1355
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,NS11,23393,9997
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,TE5,2853,3232
2026-04,WEEKDAY,13,TRAIN,TE16,6334,6874
2026-04,WEEKDAY,15,TRAIN,BP6/DT1,29244,38594
2026-04,WEEKDAY,14,TRAIN,CC23,10555,10812
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,NS4/BP1,14890,9101
2026-04,WEEKDAY,17,TRAIN,DT13,22217,13379
2026-04,WEEKDAY,8,TRAIN,EW25,52647,12473
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,CC19/DT9,2401,4247
2026-04,WEEKDAY,7,TRAIN,EW33,19201,16806
2026-04,WEEKDAY,9,TRAIN,EW16/NE3/TE17,30807,77021
2026-04,WEEKDAY,23,TRAIN,EW22,630,2278
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,EW21/CC22,7000,5879
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,NE13,6427,6193
2026-04,WEEKDAY,22,TRAIN,DT25,1666,4783
2026-04,WEEKDAY,11,TRAIN,EW21/CC22,20934,17866
2026-04,WEEKDAY,16,TRAIN,TE27,8607,7592
2026-04,WEEKDAY,9,TRAIN,NS14,61603,18826
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,NS16,19686,24636
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,DT4,1545,653
2026-04,WEEKDAY,18,TRAIN,SW3,2161,3825
2026-04,WEEKDAY,11,TRAIN,BP8,1486,1291
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,EW33,923,1928
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,SW2,3010,2752
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,SE3,67,1022
2026-04,WEEKDAY,15,TRAIN,NE7/DT12,25607,23454
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,NS13,22366,33889
2026-04,WEEKDAY,0,TRAIN,EW29,6,335
2026-04,WEEKDAY,12,TRAIN,EW17,23057,25370
2026-04,WEEKDAY,15,TRAIN,TE22,2396,4258
2026-04,WEEKDAY,10,TRAIN,EW24/NS1,28095,61021
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,EW5,12996,17910
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,PE6,3978,2642
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,TE13,639,417
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,CC16,2874,2627
2026-04,WEEKDAY,19,TRAIN,EW27,60336,123143
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,NS19,18503,17377
2026-04,WEEKDAY,14,TRAIN,SW6,2933,4210
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,TE7,1007,2563
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,EW4,7527,8791
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,CC14,3453,2480
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,SE1,2394,1031
2026-04,WEEKDAY,22,TRAIN,EW21/CC22,20705,10445
2026-04,WEEKDAY,23,TRAIN,TE12,697,487
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,CC12,2321,3783
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,EW32,2258,2499
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,TE26,8322,9038
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,TE23,935,433
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,DT33,8342,7508
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,SE4,19,203
2026-04,WEEKDAY,18,TRAIN,CC25,24710,12774
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,EW3,8722,10152
2026-04,WEEKDAY,8,TRAIN,EW29,11143,77151
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,EW20,5055,5133
2026-04,WEEKDAY,13,TRAIN,SE5,4097,2848
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,NS4/BP1,15100,22738
2026-04,WEEKDAY,20,TRAIN,DT3,3134,10639
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,TE16,96,26
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,DT5,11442,7406
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,EW20,5809,6094
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,BP8,1079,1004
2026-04,WEEKDAY,22,TRAIN,CC24,9894,3422
2026-04,WEEKDAY,7,TRAIN,NE8,41713,29344
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,EW10,3699,6980
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,TE27,1202,250
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,EW18,2716,2537
2026-04,WEEKDAY,15,TRAIN,NE10,18661,17071
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,EW12/DT14,24974,43905
2026-04,WEEKDAY,11,TRAIN,NS5,25118,13529
2026-04,WEEKDAY,23,TRAIN,DT33,1424,12830
2026-04,WEEKDAY,5,TRAIN,SW7,1137,54
2026-04,WEEKDAY,20,TRAIN,EW18,14315,21110
2026-04,WEEKDAY,5,TRAIN,TE5,974,81
2026-04,WEEKDAY,10,TRAIN,SW1,2522,2644
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,DT4,1000,1082
2026-04,WEEKDAY,10,TRAIN,TE19,3420,24295
2026-04,WEEKDAY,14,TRAIN,CC7,4949,5251
2026-04,WEEKDAY,6,TRAIN,EW14/NS26,2280,37014
2026-04,WEEKDAY,20,TRAIN,CC24,32567,6192
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,NS4/BP1,472,2014
2026-04,WEEKDAY,21,TRAIN,NS15,14981,14754
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,BP6/DT1,13650,22310
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,DT24,303,1840
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,PE3,2171,3734
2026-04,WEEKDAY,7,TRAIN,TE29,12035,4031
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,TE15,33,142
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,EW24/NS1,7664,12433
2026-04,WEEKDAY,18,TRAIN,EW10,19787,37668
2026-04,WEEKDAY,9,TRAIN,NS19,55633,39933
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,SE4,1628,1709
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,NE16/STC,17993,27042
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,CC27,23,5
2026-04,WEEKDAY,14,TRAIN,CE1/DT16,26881,39112
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,SW5,4213,3947
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,BP4,466,958
2026-04,WEEKDAY,14,TRAIN,NE5,10473,12344
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,NS25/EW13,55628,36424
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,PW4,2618,2139
2026-04,WEEKDAY,14,TRAIN,CC17/TE9,7392,7033
2026-04,WEEKDAY,8,TRAIN,CC5,3318,14069
2026-04,WEEKDAY,21,TRAIN,NS20,45748,11921
2026-04,WEEKDAY,13,TRAIN,EW14/NS26,45586,87828
2026-04,WEEKDAY,23,TRAIN,EW25,1467,6932
2026-04,WEEKDAY,5,TRAIN,EW5,10769,1022
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,TE13,2082,1892
2026-04,WEEKDAY,16,TRAIN,CE1/DT16,39912,28508
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,DT10,25,12
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,NS18,7620,4932
2026-04,WEEKDAY,13,TRAIN,NS19,37879,37221
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,PW7,493,636
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,BP7,402,532
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,BP11,1149,105
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,CC21,5418,6113
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,EW10,2786,5988
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,PE4,944,929
2026-04,WEEKDAY,7,TRAIN,BP3,21974,3150
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,TE4,1898,2044
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,NS2,12745,15382
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,EW22,2766,1722
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,TE3,44,748
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,NS19,18963,16263
2026-04,WEEKDAY,19,TRAIN,BP5,2466,3798
2026-04,WEEKDAY,12,TRAIN,EW32,2885,1658
2026-04,WEEKDAY,22,TRAIN,EW20,4421,10348
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,DT18,1902,743
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,EW30,841,351
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,TE12,641,2266
2026-04,WEEKDAY,18,TRAIN,NS12,30564,74503
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,EW9,11421,10885
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,NE11,5401,4904
2026-04,WEEKDAY,5,TRAIN,TE19,81,0
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,BP6/DT1,18778,10748
2026-04,WEEKDAY,5,TRAIN,TE7,847,357
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,SW1,1250,1207
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,SW8,247,943
2026-04,WEEKDAY,19,TRAIN,TE26,18068,22016
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,TE13,2014,1737
2026-04,WEEKDAY,17,TRAIN,CC28,6166,6954
2026-04,WEEKDAY,21,TRAIN,NE7/DT12,30877,18555
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,TE23,623,1444
2026-04,WEEKDAY,22,TRAIN,CC12,1968,6463
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,EW21/CC22,12439,8367
2026-04,WEEKDAY,20,TRAIN,DT27,8568,11292
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,PE4,40,111
2026-04,WEEKDAY,17,TRAIN,DT30,9538,19892
2026-04,WEEKDAY,10,TRAIN,BP8,1254,1194
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,PE4,891,961
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,PW1,655,172
2026-04,WEEKDAY,10,TRAIN,BP12,2760,1166
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,BP4,626,648
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3/TE17,11918,9728
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,SE5,101,645
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,CC3,4633,619
2026-04,WEEKDAY,21,TRAIN,NE11,13591,15225
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,PE5,27,355
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,CC8,2985,2758
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,EW5,11016,15684
2026-04,WEEKDAY,10,TRAIN,EW30,1321,1594
2026-04,WEEKDAY,9,TRAIN,NE7/DT12,19834,41622
2026-04,WEEKDAY,11,TRAIN,DT34,5478,3699
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,EW24/NS1,14006,21086
2026-04,WEEKDAY,16,TRAIN,PW3,1024,1149
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,CG1/DT35,4942,11053
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,SW2,595,483
2026-04,WEEKDAY,20,TRAIN,NE17/PTC,38049,61601
2026-04,WEEKDAY,15,TRAIN,PE6,8096,9964
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,SW6,1527,1411
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,PE2,1668,3337
2026-04,WEEKDAY,16,TRAIN,BP13,1173,1613
2026-04,WEEKDAY,22,TRAIN,EW23,22191,36809
2026-04,WEEKDAY,10,TRAIN,CC16,5419,4670
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,TE1,2091,836
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,PW1,1555,1246
2026-04,WEEKDAY,20,TRAIN,EW15,65911,12316
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,DT18,2983,2497
2026-04,WEEKDAY,7,TRAIN,NS15,39260,78179
2026-04,WEEKDAY,23,TRAIN,CC23,1753,527
2026-04,WEEKDAY,15,TRAIN,NS5,22769,26788
2026-04,WEEKDAY,16,TRAIN,NE10,19235,18474
2026-04,WEEKDAY,8,TRAIN,NS24/NE6/CC1,27595,61991
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,DT17,2177,2711
2026-04,WEEKDAY,20,TRAIN,NS19,28743,46290
2026-04,WEEKDAY,21,TRAIN,DT28,4975,15369
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,CC10/DT26,1025,3740
2026-04,WEEKDAY,22,TRAIN,DT2,974,1971
2026-04,WEEKDAY,12,TRAIN,NE10,16050,11950
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,SW6,1348,1509
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,20400,6722
2026-04,WEEKDAY,0,TRAIN,NE13,168,1713
2026-04,WEEKDAY,14,TRAIN,TE7,6167,6592
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,EW3,9553,4845
2026-04,WEEKDAY,18,TRAIN,DT7,12325,12525
2026-04,WEEKDAY,23,TRAIN,NS16,7322,25200
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,CC8,3007,2996
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,BP4,35,294
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,PW6,682,831
2026-04,WEEKDAY,20,TRAIN,SW8,767,2479
2026-04,WEEKDAY,5,TRAIN,CC8,945,92
2026-04,WEEKDAY,5,TRAIN,CC28,1176,48
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,EW3,709,3894
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,BP7,393,64
2026-04,WEEKDAY,12,TRAIN,DT10,3817,2322
2026-04,WEEKDAY,23,TRAIN,BP3,201,1085
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,PW1,310,1609
2026-04,WEEKDAY,8,TRAIN,SE3,9253,1310
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,DT10,603,358
2026-04,WEEKDAY,13,TRAIN,DT30,7428,5920
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,BP4,775,802
2026-04,WEEKDAY,6,TRAIN,NE13,26480,10931
2026-04,WEEKDAY,13,TRAIN,CC27,4633,8770
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,NS2,13332,13722
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,DT13,5568,7101
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,TE28,1577,2689
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,SW3,875,282
2026-04,WEEKDAY,17,TRAIN,EW28,68931,49117
2026-04,WEEKDAY,22,TRAIN,DT23,2748,2361
2026-04,WEEKDAY,9,TRAIN,NE10,26443,19374
2026-04,WEEKDAY,16,TRAIN,DT27,11181,7986
2026-04,WEEKDAY,17,TRAIN,NE4/DT19,85035,63979
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,TE1,262,1086
2026-04,WEEKDAY,17,TRAIN,BP2,2675,4748
2026-04,WEEKDAY,15,TRAIN,DT30,6220,8011
2026-04,WEEKDAY,16,TRAIN,TE13,6110,5151
2026-04,WEEKDAY,11,TRAIN,PW6,1498,969
2026-04,WEEKDAY,16,TRAIN,EW19,17217,18916
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,PW4,2329,2606
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,BP11,1502,354
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,NS8,5485,7448
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,NS23,16515,27343
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,CC7,2250,3366
2026-04,WEEKDAY,23,TRAIN,DT3,455,3145
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,DT29,3501,3521
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,CC17/TE9,1450,923
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,EW18,7772,8048
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,TE1,1104,2318
2026-04,WEEKDAY,22,TRAIN,SW1,1033,917
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,PE4,531,1146
2026-04,WEEKDAY,13,TRAIN,CC20,6655,5226
2026-04,WEEKDAY,5,TRAIN,DT5,1869,242
2026-04,WEEKDAY,19,TRAIN,SW4,2354,7715
2026-04,WEEKDAY,21,TRAIN,NS4/BP1,24961,47018
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,CC19/DT9,32,117
2026-04,WEEKDAY,7,TRAIN,NS23,9840,24956
2026-04,WEEKDAY,0,TRAIN,PE6,71,551
2026-04,WEEKDAY,21,TRAIN,NE1/CC29,80705,16140
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,NS11,17736,8536
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,CC21,746,1614
2026-04,WEEKDAY,5,TRAIN,PE2,2434,229
2026-04,WEEKDAY,23,TRAIN,EW3,1404,8420
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,NS19,19591,16863
2026-04,WEEKDAY,6,TRAIN,CG1/DT35,2119,11531
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,TE3,6077,4230
2026-04,WEEKDAY,22,TRAIN,NS8,7693,16476
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,NS14,22009,9437
2026-04,WEEKDAY,12,TRAIN,EW30,2143,1316
2026-04,WEEKDAY,0,TRAIN,NS9/TE2,1763,8062
2026-04,WEEKDAY,18,TRAIN,BP13,1283,3616
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,SE5,1426,1420
2026-04,WEEKDAY,16,TRAIN,SW2,6067,5653
2026-04,WEEKDAY,22,TRAIN,NS9/TE2,27280,62616
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,CC12,7,109
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,TE23,2324,2713
2026-04,WEEKDAY,23,TRAIN,SW1,270,437
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,EW19,7461,4192
2026-04,WEEKDAY,22,TRAIN,TE19,6568,1068
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,SW6,1206,1469
2026-04,WEEKDAY,23,TRAIN,BP13,37,341
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,EW19,8798,5324
2026-04,WEEKDAY,19,TRAIN,NS21/DT11,86356,93134
2026-04,WEEKDAY,8,TRAIN,DT30,46197,6161
2026-04,WEEKDAY,17,TRAIN,DT23,16262,5762
2026-04,WEEKDAY,14,TRAIN,DT34,3694,5125
2026-04,WEEKDAY,12,TRAIN,TE4,4959,3775
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,TE23,1799,2578
2026-04,WEEKDAY,16,TRAIN,EW20,16557,12117
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,NS23,20197,4063
2026-04,WEEKDAY,14,TRAIN,NE17/PTC,42382,48769
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,EW31,512,1263
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,EW18,3740,6890
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,EW5,15268,20072
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,SE1,312,96
2026-04,WEEKDAY,14,TRAIN,TE19,9139,8328
2026-04,WEEKDAY,13,TRAIN,CC12,17514,7749
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,EW27,95,2782
2026-04,WEEKDAY,13,TRAIN,SW8,1899,3963
2026-04,WEEKDAY,11,TRAIN,TE19,9860,12354
2026-04,WEEKDAY,8,TRAIN,EW24/NS1,60631,181715
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,TE1,1845,1203
2026-04,WEEKDAY,16,TRAIN,SW3,2651,2395
2026-04,WEEKDAY,17,TRAIN,CC20,9989,10882
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,DT34,340,1040
2026-04,WEEKDAY,12,TRAIN,PW5,2091,1927
2026-04,WEEKDAY,12,TRAIN,DT25,3187,2666
