YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2026-04,WEEKDAY,22,TRAIN,PW6,247,1172
2026-04,WEEKDAY,12,TRAIN,SW1,3478,3671
2026-04,WEEKDAY,22,TRAIN,NE10,6070,13385
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,NE16/STC,25237,20842
2026-04,WEEKDAY,16,TRAIN,NS4/BP1,41456,52537
2026-04,WEEKDAY,22,TRAIN,BP12,477,2226
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,PW5,640,2925
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,NE10,7102,7193
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,TE5,1125,552
2026-04,WEEKDAY,20,TRAIN,EW6,5497,19302
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,TE3,6201,4830
2026-04,WEEKDAY,5,TRAIN,CC11,1191,1066
2026-04,WEEKDAY,7,TRAIN,PW3,4263,3095
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,NS16,15547,23278
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,NS14,16672,10607
2026-04,WEEKDAY,21,TRAIN,NS3,9925,25764
2026-04,WEEKDAY,16,TRAIN,EW18,18737,20569
2026-04,WEEKDAY,20,TRAIN,NS20,47058,17494
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,CC8,3294,2672
2026-04,WEEKDAY,21,TRAIN,CC3,13595,1626
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,EW3,7586,8224
2026-04,WEEKDAY,6,TRAIN,NS18,19632,8533
2026-04,WEEKDAY,0,TRAIN,EW20,102,496
2026-04,WEEKDAY,10,TRAIN,EW23,36243,35749
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,DT13,125,264
2026-04,WEEKDAY,20,TRAIN,TE16,6429,9065
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,EW25,7476,4036
2026-04,WEEKDAY,20,TRAIN,NE16/STC,33627,72520
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,EW9,10286,11168
2026-04,WEEKDAY,12,TRAIN,NE17/PTC,38811,36492
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,SE4,1993,1216
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,DT17,2267,2449
2026-04,WEEKDAY,5,TRAIN,EW20,2545,846
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,NS4/BP1,3105,1136
2026-04,WEEKDAY,12,TRAIN,EW12/DT14,49025,77555
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,NE11,2859,2812
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,SE4,2638,1248
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,PW4,1433,1677
2026-04,WEEKDAY,8,TRAIN,NS13,142746,48118
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,NE10,260,69
2026-04,WEEKDAY,7,TRAIN,EW9,61057,34077
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,NS9/TE2,29542,31222
2026-04,WEEKDAY,7,TRAIN,DT2,7616,18889
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,DT10,2061,1603
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,SE2,3662,1551
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,PW2,154,128
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,EW32,2108,1241
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,CC14,3218,2855
2026-04,WEEKDAY,5,TRAIN,DT10,121,79
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,SE1,919,295
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,DT7,1990,2544
2026-04,WEEKDAY,15,TRAIN,NS15,31356,12130
2026-04,WEEKDAY,15,TRAIN,PE5,5094,7228
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,NE14,1197,95
2026-04,WEEKDAY,17,TRAIN,NS9/TE2,82601,140491
2026-04,WEEKDAY,8,TRAIN,SW7,4085,1498
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,DT22,5091,6403
2026-04,WEEKDAY,18,TRAIN,NS4/BP1,76292,132170
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,EW28,7453,17084
2026-04,WEEKDAY,15,TRAIN,EW4,16298,12706
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,SE1,2353,1455
2026-04,WEEKDAY,13,TRAIN,BP11,3270,2718
2026-04,WEEKDAY,19,TRAIN,DT18,46595,10994
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,EW4,5753,8149
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,DT34,2647,2289
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,TE4,2538,2645
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,EW33,0,228
2026-04,WEEKDAY,22,TRAIN,NE9,8242,19369
2026-04,WEEKDAY,6,TRAIN,CC17/TE9,12863,6652
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,PE2,31,388
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,SE4,2557,1358
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,DT17,2050,2387
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,DT33,9253,2584
2026-04,WEEKDAY,14,TRAIN,NS19,34587,36961
2026-04,WEEKDAY,9,TRAIN,EW23,57708,51355
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,CC17/TE9,3267,2860
2026-04,WEEKDAY,11,TRAIN,PE1,3700,2090
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,NS17/CC15,6500,9576
2026-04,WEEKDAY,23,TRAIN,DT6,633,2058
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,CC26,0,30
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,EW26,13588,14423
2026-04,WEEKDAY,14,TRAIN,BP2,1918,2316
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,NS8,10197,5696
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,NE18,6571,7000
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,DT6,16,140
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,PE1,129,1102
2026-04,WEEKDAY,13,TRAIN,NE7/DT12,30735,41729
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,EW32,2,433
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,SE2,3416,1984
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,CC28,1910,2086
2026-04,WEEKDAY,0,TRAIN,NS10,776,7295
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,PE5,368,2503
2026-04,WEEKDAY,11,TRAIN,NS2,22417,17160
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,SW8,74,349
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,NS9/TE2,27008,30492
2026-04,WEEKDAY,15,TRAIN,NS24/NE6/CC1,37439,32388
2026-04,WEEKDAY,0,TRAIN,NS24/NE6/CC1,456,378
2026-04,WEEKDAY,5,TRAIN,SW4,1430,89
2026-04,WEEKDAY,0,TRAIN,NE5,152,89
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,TE8,1091,1324
2026-04,WEEKDAY,22,TRAIN,EW22,4928,5511
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,SW7,814,299
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,CC2,412,1396
2026-04,WEEKDAY,21,TRAIN,TE29,970,4490
2026-04,WEEKDAY,11,TRAIN,CG1/DT35,8470,17416
2026-04,WEEKDAY,0,TRAIN,TE25,11,178
2026-04,WEEKDAY,13,TRAIN,SE1,3655,3582
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,EW14/NS26,10771,10010
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,NS12,4335,10643
2026-04,WEEKDAY,6,TRAIN,CE1/DT16,7137,25336
2026-04,WEEKDAY,5,TRAIN,TE18,181,46
2026-04,WEEKDAY,17,TRAIN,TE28,5772,8791
2026-04,WEEKDAY,13,TRAIN,CC28,3507,2995
2026-04,WEEKDAY,6,TRAIN,CC27,544,5167
2026-04,WEEKDAY,19,TRAIN,EW2/DT32,73343,134669
2026-04,WEEKDAY,9,TRAIN,EW32,1977,5124
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,EW33,2619,2127
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,DT22,5446,5858
2026-04,WEEKDAY,11,TRAIN,TE8,7512,8017
2026-04,WEEKDAY,0,TRAIN,PE5,27,737
2026-04,WEEKDAY,13,TRAIN,BP12,4098,2249
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,SW5,3759,2363
2026-04,WEEKDAY,18,TRAIN,PW7,5558,8471
2026-04,WEEKDAY,14,TRAIN,SW4,1921,3799
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,NS27/CE2/TE20,1009,1264
2026-04,WEEKDAY,7,TRAIN,DT6,12500,22187
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,TE15,5679,6163
2026-04,WEEKDAY,9,TRAIN,PE2,9833,2421
2026-04,WEEKDAY,15,TRAIN,TE15,9609,11235
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,NE8,20659,21432
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,NS13,22315,28563
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,NE12/CC13,34818,36729
2026-04,WEEKDAY,22,TRAIN,DT29,2059,9733
2026-04,WEEKDAY,6,TRAIN,EW26,72307,32351
2026-04,WEEKDAY,7,TRAIN,DT3,22710,10263
2026-04,WEEKDAY,20,TRAIN,EW33,4672,9039
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,TE24,1420,2207
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,CC23,3262,1473
2026-04,WEEKDAY,15,TRAIN,CC16,10458,6621
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,EW24/NS1,6990,5808
2026-04,WEEKDAY,10,TRAIN,BP13,1558,763
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,PE6,4424,3914
2026-04,WEEKDAY,18,TRAIN,DT33,27923,67083
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,NS7,10959,9826
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,NE15,14013,7632
2026-04,WEEKDAY,6,TRAIN,EW9,50760,11281
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,DT2,2040,810
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,PW5,1337,1384
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,DT34,1407,2569
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,TE14/NS22,5553,28527
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,TE16,3903,3723
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,PE7,2506,555
2026-04,WEEKDAY,9,TRAIN,CG2,14592,26691
2026-04,WEEKDAY,18,TRAIN,TE14/NS22,149271,119682
2026-04,WEEKDAY,20,TRAIN,NS9/TE2,48942,92636
2026-04,WEEKDAY,7,TRAIN,EW11,23494,25037
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,SW1,1242,1051
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,DT27,4167,3884
2026-04,WEEKDAY,18,TRAIN,DT5,28642,52717
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,EW22,2633,2475
2026-04,WEEKDAY,13,TRAIN,PW1,1748,2577
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,TE19,606,1676
2026-04,WEEKDAY,14,TRAIN,DT7,3836,4946
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,DT17,1027,2701
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,NE11,4746,6053
2026-04,WEEKDAY,18,TRAIN,NE14,43473,98656
2026-04,WEEKDAY,18,TRAIN,EW14/NS26,380719,48750
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,PW5,9,324
2026-04,WEEKDAY,15,TRAIN,TE3,14891,9833
2026-04,WEEKDAY,16,TRAIN,DT21,12209,7858
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,PW5,567,10
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,EW3,8438,10906
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,EW7,7382,8572
2026-04,WEEKDAY,20,TRAIN,DT10,2539,3300
2026-04,WEEKDAY,13,TRAIN,TE19,7778,14231
2026-04,WEEKDAY,15,TRAIN,SE5,4349,3044
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,NS17/CC15,5864,10218
2026-04,WEEKDAY,16,TRAIN,NS15,41431,14659
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,DT18,1625,3788
2026-04,WEEKDAY,17,TRAIN,EW33,17918,12626
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,NE1/CC29,45132,7448
2026-04,WEEKDAY,20,TRAIN,EW7,7581,25691
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,CC26,728,744
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,TE29,926,859
2026-04,WEEKDAY,12,TRAIN,TE16,7540,5461
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,CC17/TE9,427,27
2026-04,WEEKDAY,18,TRAIN,NE12/CC13,102030,196779
2026-04,WEEKDAY,0,TRAIN,SW2,49,313
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,PW2,4,1
2026-04,WEEKDAY,23,TRAIN,DT10,580,1340
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,NE7/DT12,21586,23663
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,EW30,226,190
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,EW7,8203,6091
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,PW4,13,191
2026-04,WEEKDAY,13,TRAIN,EW15,35734,40780
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,EW14/NS26,5446,12283
2026-04,WEEKDAY,7,TRAIN,TE1,14065,24496
2026-04,WEEKDAY,0,TRAIN,DT24,33,469
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,NS11,22248,9670
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,EW21/CC22,9611,7636
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,NS28,3364,2244
2026-04,WEEKDAY,17,TRAIN,BP8,3213,3066
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,EW15,12311,9871
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,NS10,1989,10627
2026-04,WEEKDAY,0,TRAIN,EW11,193,501
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,BP10,1211,1864
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,CC23,2219,1289
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,CC26,1315,975
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,PE1,2333,1328
2026-04,WEEKDAY,17,TRAIN,BP9,2633,4304
2026-04,WEEKDAY,20,TRAIN,NS28,978,595
2026-04,WEEKDAY,16,TRAIN,NE17/PTC,45354,58961
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,TE1,870,1899
2026-04,WEEKDAY,15,TRAIN,NE9,21152,19049
2026-04,WEEKDAY,22,TRAIN,NS23,47572,8912
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,EW10,6096,6314
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,TE29,1935,767
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,EW7,8010,5322
2026-04,WEEKDAY,6,TRAIN,NS11,91743,27565
2026-04,WEEKDAY,0,TRAIN,DT13,342,545
2026-04,WEEKDAY,17,TRAIN,TE3,26544,19549
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,EW28,5283,16547
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,DT31,4017,2303
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,CC11,8795,5379
2026-04,WEEKDAY,15,TRAIN,NS23,36126,37649
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,DT5,11253,8185
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,NS2,15279,12275
2026-04,WEEKDAY,8,TRAIN,DT13,10831,23144
2026-04,WEEKDAY,7,TRAIN,EW25,64522,21101
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,PE2,2243,2573
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,TE11,417,1029
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,TE5,1264,2716
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,SW1,681,688
2026-04,WEEKDAY,7,TRAIN,PW7,10443,11157
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,NE12/CC13,1318,147
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,NE4/DT19,10036,23457
2026-04,WEEKDAY,20,TRAIN,NE18,12110,11928
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,EW16/NE3/TE17,284,48
2026-04,WEEKDAY,17,TRAIN,NE17/PTC,54182,82978
2026-04,WEEKDAY,8,TRAIN,NS15,34741,99248
2026-04,WEEKDAY,21,TRAIN,BP10,1053,4087
2026-04,WEEKDAY,5,TRAIN,EW26,19435,2278
2026-04,WEEKDAY,21,TRAIN,TE3,9093,14033
2026-04,WEEKDAY,8,TRAIN,TE12,7577,23836
2026-04,WEEKDAY,14,TRAIN,CG1/DT35,12430,13045
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,EW30,499,1009
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,TE19,1564,971
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,NS7,12901,10778
2026-04,WEEKDAY,20,TRAIN,TE28,1748,6871
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,DT10,2520,1082
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,EW19,3711,8288
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,PW6,384,871
2026-04,WEEKDAY,17,TRAIN,NS18,24804,23423
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,CG1/DT35,1127,5412
2026-04,WEEKDAY,10,TRAIN,TE14/NS22,27464,92088
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,CC11,8264,6177
2026-04,WEEKDAY,8,TRAIN,DT34,16477,14244
2026-04,WEEKDAY,10,TRAIN,BP5,1919,1414
2026-04,WEEKDAY,8,TRAIN,NS10,119482,51387
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,CC21,5710,4561
2026-04,WEEKDAY,21,TRAIN,EW23,39103,46459
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,SW8,916,857
2026-04,WEEKDAY,22,TRAIN,EW5,12552,34255
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,NS11,18169,23685
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,SW3,1408,550
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,NE17/PTC,24175,25380
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,EW17,4569,9365
2026-04,WEEKDAY,10,TRAIN,CC2,2892,7367
2026-04,WEEKDAY,12,TRAIN,EW20,12245,9552
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,CG2,13404,8304
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,CC11,6621,5794
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,NE15,990,34
2026-04,WEEKDAY,8,TRAIN,NS19,90664,75803
2026-04,WEEKDAY,23,TRAIN,EW1,1710,15299
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,NS9/TE2,25302,19618
2026-04,WEEKDAY,18,TRAIN,CC3,23054,10893
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,EW3,7721,8793
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,CC2,2768,1604
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,CC26,24,14
2026-04,WEEKDAY,18,TRAIN,SE5,4920,6230
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,NE9,9757,10784
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,TE5,3527,1946
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,TE15,5638,6290
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,CG2,64,442
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,NE4/DT19,34364,28742
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,SE2,1542,3404
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,CC26,1785,2853
2026-04,WEEKDAY,8,TRAIN,NE7/DT12,26196,65470
2026-04,WEEKDAY,18,TRAIN,PE2,6581,14230
2026-04,WEEKDAY,9,TRAIN,PE7,7184,2170
2026-04,WEEKDAY,9,TRAIN,SW6,4862,1800
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,DT27,5331,4644
2026-04,WEEKDAY,23,TRAIN,CC14,687,1968
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,SE5,208,44
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,NS27/CE2/TE20,2273,2781
2026-04,WEEKDAY,18,TRAIN,NS5,42453,102603
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,CC16,4098,2784
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,EW29,7664,8696
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,TE26,9015,6033
2026-04,WEEKDAY,7,TRAIN,TE14/NS22,15546,59744
2026-04,WEEKDAY,13,TRAIN,DT20,4434,7445
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,NE1/CC29,39832,18543
2026-04,WEEKDAY,10,TRAIN,EW20,12016,11461
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,EW8/CC9,5199,4679
2026-04,WEEKDAY,8,TRAIN,CC23,4661,83467
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,PW7,1632,702
2026-04,WEEKDAY,22,TRAIN,TE24,807,2210
2026-04,WEEKDAY,19,TRAIN,DT24,6395,10926
2026-04,WEEKDAY,13,TRAIN,DT10,6667,2911
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,NE18,632,55
2026-04,WEEKDAY,5,TRAIN,NS7,45354,2307
2026-04,WEEKDAY,19,TRAIN,DT20,11357,10858
2026-04,WEEKENDS/HOLIDAY,14,TRAIN,NS17/CC15,13080,9242
2026-04,WEEKENDS/HOLIDAY,17,TRAIN,SW7,1107,1103
2026-04,WEEKDAY,7,TRAIN,NS2,99521,49951
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,EW27,22129,17591
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,TE16,4114,3570
2026-04,WEEKDAY,7,TRAIN,TE25,6900,2276
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,PE7,2676,1087
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,EW16/NE3/TE17,11999,9991
2026-04,WEEKDAY,8,TRAIN,DT7,9606,16803
2026-04,WEEKDAY,5,TRAIN,NE15,6176,349
2026-04,WEEKENDS/HOLIDAY,10,TRAIN,NE10,8458,5588
2026-04,WEEKDAY,23,TRAIN,CC12,669,2563
2026-04,WEEKDAY,11,TRAIN,NS17/CC15,29268,10146
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,EW2/DT32,26617,21863
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,DT3,24,299
2026-04,WEEKDAY,9,TRAIN,BP8,1721,1980
2026-04,WEEKDAY,21,TRAIN,NS17/CC15,16560,28294
2026-04,WEEKDAY,8,TRAIN,PE4,4081,1478
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,TE22,2482,4866
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,EW23,20338,25354
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,NS10,11556,20339
2026-04,WEEKDAY,12,TRAIN,BP11,3253,2247
2026-04,WEEKDAY,22,TRAIN,SW4,791,3411
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,EW15,168,43
2026-04,WEEKDAY,0,TRAIN,NS28,7,20
2026-04,WEEKENDS/HOLIDAY,0,TRAIN,PW7,37,176
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,NS27/CE2/TE20,1957,2672
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,TE14/NS22,27250,5632
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,SW7,910,973
2026-04,WEEKDAY,17,TRAIN,DT31,13240,18928
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,NS13,19518,30771
2026-04,WEEKDAY,10,TRAIN,DT24,5614,3001
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,PE3,3118,2225
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,CC10/DT26,6721,5918
2026-04,WEEKDAY,18,TRAIN,EW26,61188,104236
2026-04,WEEKDAY,15,TRAIN,DT18,12422,6950
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,DT31,4003,2102
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,EW26,14724,19684
2026-04,WEEKDAY,14,TRAIN,DT2,5143,2639
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,NE11,90,57
2026-04,WEEKENDS/HOLIDAY,23,TRAIN,CC20,173,423
2026-04,WEEKDAY,18,TRAIN,BP6/DT1,64205,144725
2026-04,WEEKENDS/HOLIDAY,8,TRAIN,DT22,4251,4592
2026-04,WEEKDAY,23,TRAIN,PE7,152,2265
2026-04,WEEKENDS/HOLIDAY,12,TRAIN,NE14,17038,10755
2026-04,WEEKDAY,20,TRAIN,DT31,5225,14948
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,EW9,12796,11840
2026-04,WEEKENDS/HOLIDAY,13,TRAIN,EW30,1030,546
2026-04,WEEKDAY,13,TRAIN,EW17,27454,23336
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,DT13,2609,2184
2026-04,WEEKDAY,13,TRAIN,EW12/DT14,67785,64818
2026-04,WEEKDAY,23,TRAIN,EW4,1461,8893
2026-04,WEEKENDS/HOLIDAY,19,TRAIN,NS5,8979,16549
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,NS10,8908,20183
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,EW17,10506,11453
2026-04,WEEKENDS/HOLIDAY,20,TRAIN,NS14,7919,16326
2026-04,WEEKDAY,0,TRAIN,NS18,180,1546
2026-04,WEEKDAY,21,TRAIN,NS2,18231,37100
2026-04,WEEKENDS/HOLIDAY,21,TRAIN,DT17,2611,1757
2026-04,WEEKDAY,16,TRAIN,TE15,11666,13177
2026-04,WEEKDAY,18,TRAIN,EW2/DT32,106622,205128
2026-04,WEEKENDS/HOLIDAY,22,TRAIN,DT31,1185,4049
2026-04,WEEKENDS/HOLIDAY,18,TRAIN,TE3,5070,5340
2026-04,WEEKDAY,11,TRAIN,DT33,13931,5353
2026-04,WEEKENDS/HOLIDAY,11,TRAIN,EW33,2430,1044
2026-04,WEEKENDS/HOLIDAY,9,TRAIN,TE6,8387,3076
2026-04,WEEKDAY,10,TRAIN,NS24/NE6/CC1,13740,32872
2026-04,WEEKDAY,7,TRAIN,TE11,8867,15041
2026-04,WEEKENDS/HOLIDAY,15,TRAIN,CG1/DT35,10129,10857
2026-04,WEEKDAY,17,TRAIN,EW17,39077,49564
2026-04,WEEKENDS/HOLIDAY,7,TRAIN,DT30,3264,1586
2026-04,WEEKENDS/HOLIDAY,16,TRAIN,CC20,2482,2741
2026-04,WEEKDAY,11,TRAIN,NS11,31447,17267
2026-04,WEEKDAY,20,TRAIN,EW26,18958,57573
2026-04,WEEKDAY,6,TRAIN,CC20,5655,5046
2026-04,WEEKENDS/HOLIDAY,5,TRAIN,NS11,4917,650
2026-04,WEEKENDS/HOLIDAY,6,TRAIN,NS14,10218,3363
2026-04,WEEKDAY,9,TRAIN,EW26,52386,15187
