YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2026-04,WEEKDAY,12.0,BUS,95011,34,173
2026-04,WEEKDAY,11.0,BUS,92129,825,1547
2026-04,WEEKENDS/HOLIDAY,1.0,BUS,66149,1,0
2026-04,WEEKDAY,20.0,BUS,46879,108,375
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,6169,232,185
2026-04,WEEKDAY,8.0,BUS,22489,803,62
2026-04,WEEKDAY,20.0,BUS,61079,159,909
2026-04,WEEKENDS/HOLIDAY,9.0,BUS,21451,165,309
2026-04,WEEKENDS/HOLIDAY,19.0,BUS,16029,23,10
2026-04,WEEKDAY,9.0,BUS,96159,275,258
2026-04,WEEKDAY,19.0,BUS,17319,326,229
2026-04,WEEKDAY,14.0,BUS,83351,95,330
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,83111,553,132
2026-04,WEEKDAY,6.0,BUS,25671,3,47
2026-04,WEEKENDS/HOLIDAY,9.0,BUS,52271,1139,348
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,43531,171,776
2026-04,WEEKDAY,19.0,BUS,59641,360,3528
2026-04,WEEKDAY,23.0,BUS,40041,474,171
2026-04,WEEKENDS/HOLIDAY,9.0,BUS,74011,1,2
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,64159,73,5
2026-04,WEEKENDS/HOLIDAY,18.0,BUS,75161,149,590
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,67419,711,237
2026-04,WEEKDAY,23.0,BUS,10111,275,1008
2026-04,WEEKDAY,17.0,BUS,25811,20,6
2026-04,WEEKDAY,16.0,BUS,59639,1011,1150
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,10411,34,2
2026-04,WEEKDAY,5.0,BUS,67561,290,0
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,28521,288,538
2026-04,WEEKDAY,8.0,BUS,16069,1324,2691
2026-04,WEEKDAY,5.0,BUS,15209,6,11
2026-04,WEEKENDS/HOLIDAY,23.0,BUS,42309,1,49
2026-04,WEEKENDS/HOLIDAY,6.0,BUS,5199,30,156
2026-04,WEEKDAY,5.0,BUS,54311,180,37
2026-04,WEEKDAY,18.0,BUS,43731,563,369
2026-04,WEEKDAY,20.0,BUS,51199,57,183
2026-04,WEEKENDS/HOLIDAY,23.0,BUS,1621,156,56
2026-04,WEEKENDS/HOLIDAY,16.0,BUS,58409,361,82
2026-04,WEEKDAY,14.0,BUS,64359,2610,667
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,92131,152,246
2026-04,WEEKENDS/HOLIDAY,11.0,BUS,65709,1,0
2026-04,WEEKDAY,0.0,BUS,55281,1,7
2026-04,WEEKDAY,6.0,BUS,45041,1,102
2026-04,WEEKDAY,18.0,BUS,65099,209,544
2026-04,WEEKDAY,20.0,BUS,76059,5960,803
2026-04,WEEKENDS/HOLIDAY,18.0,BUS,25269,36,39
2026-04,WEEKENDS/HOLIDAY,23.0,BUS,20209,11,16
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,3071,203,224
2026-04,WEEKENDS/HOLIDAY,8.0,BUS,80039,145,187
2026-04,WEEKDAY,15.0,BUS,98299,229,1076
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,43631,9,7
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,66371,1558,980
2026-04,WEEKDAY,0.0,BUS,53269,1,2
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,96031,97,290
2026-04,WEEKENDS/HOLIDAY,14.0,BUS,59439,659,213
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,76101,1271,1948
2026-04,WEEKDAY,17.0,BUS,63211,2109,2976
2026-04,WEEKDAY,22.0,BUS,29111,16,46
2026-04,WEEKDAY,18.0,BUS,56049,443,363
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,12091,194,71
2026-04,WEEKDAY,23.0,BUS,15149,47,52
2026-04,WEEKENDS/HOLIDAY,1.0,BUS,65701,1,0
2026-04,WEEKDAY,7.0,BUS,17139,2397,3187
2026-04,WEEKENDS/HOLIDAY,10.0,BUS,27359,544,217
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,6159,243,83
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,63199,443,132
2026-04,WEEKDAY,18.0,BUS,46821,350,1230
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,47611,561,823
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,55109,29,77
2026-04,WEEKDAY,9.0,BUS,53399,2161,333
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,44101,47,77
2026-04,WEEKDAY,11.0,BUS,77071,914,474
2026-04,WEEKENDS/HOLIDAY,8.0,BUS,46059,124,563
2026-04,WEEKDAY,18.0,BUS,96061,1098,1966
2026-04,WEEKDAY,11.0,BUS,82131,210,539
2026-04,WEEKENDS/HOLIDAY,14.0,BUS,11351,26,243
2026-04,WEEKENDS/HOLIDAY,11.0,BUS,52419,289,102
2026-04,WEEKENDS/HOLIDAY,9.0,BUS,72161,4,2
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,45179,7,0
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,93051,25,106
2026-04,WEEKENDS/HOLIDAY,9.0,BUS,22359,451,125
2026-04,WEEKDAY,11.0,BUS,23081,1,3
2026-04,WEEKENDS/HOLIDAY,11.0,BUS,84709,138,100
2026-04,WEEKENDS/HOLIDAY,6.0,BUS,55121,51,37
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,53051,340,409
2026-04,WEEKENDS/HOLIDAY,6.0,BUS,44371,136,13
2026-04,WEEKDAY,14.0,BUS,44011,62,107
2026-04,WEEKDAY,11.0,BUS,63191,197,402
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,58229,260,118
2026-04,WEEKDAY,11.0,BUS,7371,1685,1241
2026-04,WEEKDAY,21.0,BUS,85081,96,344
2026-04,WEEKDAY,21.0,BUS,98041,15,472
2026-04,WEEKENDS/HOLIDAY,0.0,BUS,50221,21,20
2026-04,WEEKDAY,17.0,BUS,59741,370,1064
2026-04,WEEKDAY,6.0,BUS,12101,115,1502
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,64089,100,32
2026-04,WEEKENDS/HOLIDAY,18.0,BUS,54351,178,96
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,65109,5,15
2026-04,WEEKDAY,21.0,BUS,55251,68,127
2026-04,WEEKDAY,23.0,BUS,31031,5,17
2026-04,WEEKDAY,12.0,BUS,13062,757,228
2026-04,WEEKDAY,11.0,BUS,28679,347,295
2026-04,WEEKDAY,22.0,BUS,48049,17,2
2026-04,WEEKENDS/HOLIDAY,6.0,BUS,58121,205,96
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,65331,70,207
2026-04,WEEKDAY,20.0,BUS,22021,656,105
2026-04,WEEKENDS/HOLIDAY,23.0,BUS,30119,0,8
2026-04,WEEKDAY,13.0,BUS,77349,223,281
2026-04,WEEKENDS/HOLIDAY,22.0,BUS,11169,1282,618
2026-04,WEEKENDS/HOLIDAY,22.0,BUS,10231,92,496
2026-04,WEEKDAY,18.0,BUS,13101,1145,1102
2026-04,WEEKENDS/HOLIDAY,0.0,BUS,65151,5,53
2026-04,WEEKDAY,21.0,BUS,44679,18,165
2026-04,WEEKDAY,7.0,BUS,67111,611,3965
2026-04,WEEKDAY,14.0,BUS,27469,1813,827
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,47619,1484,838
2026-04,WEEKDAY,7.0,BUS,19069,26,35
2026-04,WEEKDAY,21.0,BUS,59821,235,978
2026-04,WEEKDAY,1.0,BUS,77161,0,1
2026-04,WEEKENDS/HOLIDAY,23.0,BUS,46581,10,117
2026-04,WEEKENDS/HOLIDAY,1.0,BUS,59821,0,3
2026-04,WEEKENDS/HOLIDAY,22.0,BUS,93079,239,114
2026-04,WEEKENDS/HOLIDAY,1.0,BUS,78081,1,2
2026-04,WEEKDAY,17.0,BUS,45099,48,136
2026-04,WEEKDAY,7.0,BUS,23151,4,1024
2026-04,WEEKENDS/HOLIDAY,8.0,BUS,58331,654,75
2026-04,WEEKENDS/HOLIDAY,16.0,BUS,40339,394,222
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,26221,25,7
2026-04,WEEKDAY,7.0,BUS,34049,2,0
2026-04,WEEKDAY,15.0,BUS,63389,1365,1125
2026-04,WEEKDAY,0.0,BUS,59349,11,127
2026-04,WEEKDAY,6.0,BUS,21581,5182,209
2026-04,WEEKDAY,20.0,BUS,52049,262,1889
2026-04,WEEKENDS/HOLIDAY,8.0,BUS,52061,264,103
2026-04,WEEKENDS/HOLIDAY,1.0,BUS,42079,0,4
2026-04,WEEKENDS/HOLIDAY,15.0,BUS,52269,355,587
2026-04,WEEKENDS/HOLIDAY,19.0,BUS,50201,636,956
2026-04,WEEKDAY,21.0,BUS,25539,3,1
2026-04,WEEKENDS/HOLIDAY,15.0,BUS,67499,312,304
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,43691,310,907
2026-04,WEEKDAY,17.0,BUS,58191,367,16
2026-04,WEEKENDS/HOLIDAY,8.0,BUS,57119,1255,5420
2026-04,WEEKDAY,19.0,BUS,64549,4442,3762
2026-04,WEEKDAY,9.0,BUS,14179,470,356
2026-04,WEEKENDS/HOLIDAY,16.0,BUS,75369,65,65
2026-04,WEEKDAY,19.0,BUS,67411,1040,1311
2026-04,WEEKDAY,9.0,BUS,63099,3029,1480
2026-04,WEEKENDS/HOLIDAY,19.0,BUS,3539,30,35
2026-04,WEEKENDS/HOLIDAY,19.0,BUS,17279,164,561
2026-04,WEEKDAY,19.0,BUS,13121,2033,1737
2026-04,WEEKDAY,15.0,BUS,51049,709,239
2026-04,WEEKDAY,7.0,BUS,98021,1212,1139
2026-04,WEEKDAY,21.0,BUS,21471,156,254
2026-04,WEEKDAY,14.0,BUS,43569,164,599
2026-04,WEEKENDS/HOLIDAY,6.0,BUS,98131,13,224
2026-04,WEEKDAY,6.0,BUS,75161,986,549
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,55019,279,503
2026-04,WEEKDAY,17.0,BUS,75569,553,2823
2026-04,WEEKDAY,22.0,BUS,84649,44,254
2026-04,WEEKDAY,19.0,BUS,18029,343,129
2026-04,WEEKDAY,8.0,BUS,59159,2405,3616
2026-04,WEEKENDS/HOLIDAY,6.0,BUS,42109,25,118
2026-04,WEEKDAY,1.0,BUS,97201,0,2
2026-04,WEEKDAY,11.0,BUS,46131,11,4
2026-04,WEEKENDS/HOLIDAY,15.0,BUS,99071,7,2
2026-04,WEEKDAY,18.0,BUS,96329,795,0
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,47131,8,0
2026-04,WEEKENDS/HOLIDAY,14.0,BUS,11469,1,25
2026-04,WEEKENDS/HOLIDAY,0.0,BUS,75219,5,29
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,21631,154,127
2026-04,WEEKDAY,12.0,BUS,61069,223,54
2026-04,WEEKDAY,6.0,BUS,66489,4467,557
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,40351,38,183
2026-04,WEEKDAY,7.0,BUS,28561,2514,664
2026-04,WEEKENDS/HOLIDAY,10.0,BUS,22439,1,12
2026-04,WEEKDAY,8.0,BUS,67249,1645,151
2026-04,WEEKDAY,13.0,BUS,84649,193,746
2026-04,WEEKENDS/HOLIDAY,9.0,BUS,58571,56,56
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,43991,113,251
2026-04,WEEKDAY,11.0,BUS,94069,114,58
2026-04,WEEKENDS/HOLIDAY,10.0,BUS,14529,21,0
2026-04,WEEKDAY,20.0,BUS,67501,55,195
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,17139,89,171
2026-04,WEEKDAY,16.0,BUS,76201,824,576
2026-04,WEEKDAY,14.0,BUS,76039,3700,3306
2026-04,WEEKENDS/HOLIDAY,14.0,BUS,72179,252,264
2026-04,WEEKENDS/HOLIDAY,18.0,BUS,28089,212,160
2026-04,WEEKENDS/HOLIDAY,11.0,BUS,64361,577,356
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,40109,272,92
2026-04,WEEKENDS/HOLIDAY,18.0,BUS,63181,216,403
2026-04,WEEKENDS/HOLIDAY,8.0,BUS,56251,241,24
2026-04,WEEKDAY,5.0,BUS,44489,24,7
2026-04,WEEKENDS/HOLIDAY,22.0,BUS,16121,7,4
2026-04,WEEKENDS/HOLIDAY,11.0,BUS,82059,403,47
2026-04,WEEKDAY,8.0,BUS,3419,308,26
2026-04,WEEKDAY,11.0,BUS,52279,1864,1800
2026-04,WEEKDAY,0.0,BUS,47739,2,6
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,60191,92,146
2026-04,WEEKDAY,15.0,BUS,98111,192,460
2026-04,WEEKENDS/HOLIDAY,15.0,BUS,85049,55,278
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,50071,45,77
2026-04,WEEKENDS/HOLIDAY,14.0,BUS,82139,304,109
2026-04,WEEKENDS/HOLIDAY,16.0,BUS,75169,485,164
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,62089,213,136
2026-04,WEEKDAY,19.0,BUS,15149,1167,504
2026-04,WEEKDAY,18.0,BUS,72011,2733,7323
2026-04,WEEKDAY,19.0,BUS,18331,218,138
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,24629,10,11
2026-04,WEEKENDS/HOLIDAY,10.0,BUS,53161,204,167
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,12121,19,453
2026-04,WEEKENDS/HOLIDAY,16.0,BUS,85081,71,105
2026-04,WEEKENDS/HOLIDAY,16.0,BUS,65661,486,366
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,45249,226,179
2026-04,WEEKDAY,19.0,BUS,6151,334,1062
2026-04,WEEKENDS/HOLIDAY,10.0,BUS,70109,398,209
2026-04,WEEKDAY,9.0,BUS,42129,715,275
2026-04,WEEKENDS/HOLIDAY,10.0,BUS,40409,443,143
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,58251,1296,2645
2026-04,WEEKDAY,17.0,BUS,53401,392,802
2026-04,WEEKENDS/HOLIDAY,16.0,BUS,7221,352,348
2026-04,WEEKDAY,0.0,BUS,96299,7,20
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,40209,715,438
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,15121,10,0
2026-04,WEEKDAY,16.0,BUS,20289,320,43
2026-04,WEEKDAY,7.0,BUS,27449,715,168
2026-04,WEEKDAY,0.0,BUS,84599,112,3
2026-04,WEEKENDS/HOLIDAY,14.0,BUS,1541,87,468
2026-04,WEEKDAY,13.0,BUS,28571,905,843
2026-04,WEEKDAY,18.0,BUS,22069,22,209
2026-04,WEEKDAY,11.0,BUS,64139,13,8
2026-04,WEEKDAY,8.0,BUS,27189,572,14
2026-04,WEEKDAY,21.0,BUS,43371,328,528
2026-04,WEEKENDS/HOLIDAY,5.0,BUS,21561,230,0
2026-04,WEEKDAY,5.0,BUS,3218,2,0
2026-04,WEEKENDS/HOLIDAY,14.0,BUS,58099,88,81
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,44541,123,29
2026-04,WEEKDAY,12.0,BUS,28629,650,937
2026-04,WEEKDAY,13.0,BUS,54591,40,9
2026-04,WEEKENDS/HOLIDAY,16.0,BUS,25591,4,67
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,47549,438,235
2026-04,WEEKENDS/HOLIDAY,14.0,BUS,92199,20,5
2026-04,WEEKENDS/HOLIDAY,9.0,BUS,18271,0,45
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,43589,373,150
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,41101,105,80
2026-04,WEEKDAY,7.0,BUS,96371,14,64
2026-04,WEEKDAY,21.0,BUS,1109,108,106
2026-04,WEEKDAY,6.0,BUS,46771,8365,3869
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,62251,221,415
2026-04,WEEKDAY,21.0,BUS,21711,54,238
2026-04,WEEKDAY,5.0,BUS,10141,6,1
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,22061,61,1
2026-04,WEEKENDS/HOLIDAY,10.0,BUS,43199,1284,2243
2026-04,WEEKDAY,19.0,BUS,3041,1844,358
2026-04,WEEKDAY,15.0,BUS,32089,708,0
2026-04,WEEKDAY,16.0,BUS,96479,189,3
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,77251,70,267
2026-04,WEEKDAY,16.0,BUS,7231,607,1533
2026-04,WEEKDAY,17.0,BUS,64049,1329,2176
2026-04,WEEKDAY,0.0,BUS,10209,107,116
2026-04,WEEKDAY,22.0,BUS,46279,807,340
2026-04,WEEKENDS/HOLIDAY,9.0,BUS,75289,296,195
2026-04,WEEKDAY,22.0,BUS,65329,117,167
2026-04,WEEKDAY,8.0,BUS,61139,11,24
2026-04,WEEKENDS/HOLIDAY,5.0,BUS,44211,161,8
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,80231,362,7
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,52361,1251,1702
2026-04,WEEKENDS/HOLIDAY,22.0,BUS,27509,5,36
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,70051,693,86
2026-04,WEEKENDS/HOLIDAY,14.0,BUS,11599,68,82
2026-04,WEEKDAY,7.0,BUS,47621,1086,3014
2026-04,WEEKDAY,20.0,BUS,21469,534,27
2026-04,WEEKENDS/HOLIDAY,11.0,BUS,67439,63,66
2026-04,WEEKDAY,15.0,BUS,22439,4,63
2026-04,WEEKENDS/HOLIDAY,10.0,BUS,14249,451,537
2026-04,WEEKDAY,8.0,BUS,43219,83,1734
2026-04,WEEKDAY,13.0,BUS,21199,139,233
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,46421,3,474
2026-04,WEEKENDS/HOLIDAY,6.0,BUS,80011,95,104
2026-04,WEEKDAY,16.0,BUS,28671,549,309
2026-04,WEEKDAY,18.0,BUS,28531,1071,1427
2026-04,WEEKENDS/HOLIDAY,19.0,BUS,31171,1,3
2026-04,WEEKDAY,16.0,BUS,96091,19,53
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,75041,155,129
2026-04,WEEKDAY,16.0,BUS,28281,1688,1754
2026-04,WEEKDAY,14.0,BUS,27271,629,2683
2026-04,WEEKDAY,21.0,BUS,6149,382,183
2026-04,WEEKDAY,16.0,BUS,57011,42,21
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,18329,48,0
2026-04,WEEKDAY,16.0,BUS,55289,25,11
2026-04,WEEKDAY,14.0,BUS,7561,379,29
2026-04,WEEKDAY,9.0,BUS,71211,183,1172
2026-04,WEEKDAY,6.0,BUS,59019,240,29
2026-04,WEEKDAY,6.0,BUS,22099,0,23
2026-04,WEEKDAY,7.0,BUS,77359,385,140
2026-04,WEEKDAY,15.0,BUS,21109,485,57
2026-04,WEEKDAY,17.0,BUS,23251,297,8
2026-04,WEEKENDS/HOLIDAY,16.0,BUS,4168,1104,1089
2026-04,WEEKDAY,14.0,BUS,68169,2,17
2026-04,WEEKENDS/HOLIDAY,22.0,BUS,41129,54,45
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,54441,49,12
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,11109,530,367
2026-04,WEEKENDS/HOLIDAY,8.0,BUS,59401,332,143
2026-04,WEEKDAY,18.0,BUS,54581,481,2631
2026-04,WEEKENDS/HOLIDAY,15.0,BUS,93061,364,400
2026-04,WEEKDAY,6.0,BUS,21171,515,1742
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,1239,320,674
2026-04,WEEKDAY,10.0,BUS,24299,24,33
2026-04,WEEKDAY,6.0,BUS,90011,223,0
2026-04,WEEKENDS/HOLIDAY,0.0,BUS,53071,3,21
2026-04,WEEKDAY,5.0,BUS,54331,117,55
2026-04,WEEKENDS/HOLIDAY,10.0,BUS,65631,87,19
2026-04,WEEKDAY,8.0,BUS,71119,1501,338
2026-04,WEEKDAY,1.0,BUS,81201,4,14
2026-04,WEEKDAY,5.0,BUS,53371,309,7
2026-04,WEEKDAY,5.0,BUS,80319,68,25
2026-04,WEEKENDS/HOLIDAY,22.0,BUS,8041,1177,545
2026-04,WEEKENDS/HOLIDAY,8.0,BUS,55011,119,131
2026-04,WEEKENDS/HOLIDAY,9.0,BUS,75509,3,20
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,22351,44,277
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,84451,274,1282
2026-04,WEEKDAY,18.0,BUS,83011,769,2292
2026-04,WEEKDAY,22.0,BUS,60101,757,1463
2026-04,WEEKDAY,15.0,BUS,46369,4559,548
2026-04,WEEKENDS/HOLIDAY,11.0,BUS,67029,61,54
2026-04,WEEKENDS/HOLIDAY,22.0,BUS,44599,21,307
2026-04,WEEKENDS/HOLIDAY,0.0,BUS,63329,5,43
2026-04,WEEKENDS/HOLIDAY,15.0,BUS,84089,240,384
2026-04,WEEKENDS/HOLIDAY,6.0,BUS,22151,49,0
2026-04,WEEKDAY,7.0,BUS,65631,739,397
2026-04,WEEKDAY,17.0,BUS,46409,298,340
2026-04,WEEKENDS/HOLIDAY,10.0,BUS,23491,72,53
2026-04,WEEKDAY,6.0,BUS,64339,893,227
2026-04,WEEKDAY,18.0,BUS,60021,1923,514
2026-04,WEEKDAY,5.0,BUS,84131,6,65
2026-04,WEEKENDS/HOLIDAY,23.0,BUS,53369,16,151
2026-04,WEEKDAY,23.0,BUS,96319,254,2
2026-04,WEEKDAY,14.0,BUS,18131,198,278
2026-04,WEEKDAY,13.0,BUS,65201,708,494
2026-04,WEEKDAY,12.0,BUS,42051,5677,1375
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,65719,166,167
2026-04,WEEKENDS/HOLIDAY,15.0,BUS,84571,74,158
2026-04,WEEKDAY,22.0,BUS,18149,211,90
2026-04,WEEKENDS/HOLIDAY,19.0,BUS,58111,424,153
2026-04,WEEKDAY,7.0,BUS,28529,4323,6537
2026-04,WEEKENDS/HOLIDAY,23.0,BUS,40041,217,83
2026-04,WEEKDAY,21.0,BUS,25079,3,0
2026-04,WEEKDAY,12.0,BUS,23039,6,5
2026-04,WEEKDAY,19.0,BUS,95901,162,129
2026-04,WEEKENDS/HOLIDAY,11.0,BUS,63141,117,117
2026-04,WEEKDAY,15.0,BUS,76189,1331,1128
2026-04,WEEKDAY,12.0,BUS,17059,1261,539
2026-04,WEEKENDS/HOLIDAY,15.0,BUS,52219,103,625
2026-04,WEEKENDS/HOLIDAY,23.0,BUS,21689,44,31
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,31051,16,254
2026-04,WEEKDAY,15.0,BUS,46431,37,1456
2026-04,WEEKDAY,22.0,BUS,14039,457,1499
2026-04,WEEKDAY,19.0,BUS,66701,621,114
2026-04,WEEKDAY,8.0,BUS,44561,122,283
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,1229,973,823
2026-04,WEEKENDS/HOLIDAY,8.0,BUS,31199,1,19
2026-04,WEEKDAY,21.0,BUS,14491,108,196
2026-04,WEEKDAY,10.0,BUS,63319,984,619
2026-04,WEEKDAY,14.0,BUS,63061,593,842
2026-04,WEEKDAY,14.0,BUS,75369,110,121
2026-04,WEEKDAY,17.0,BUS,95069,12287,21
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,15141,58,162
2026-04,WEEKENDS/HOLIDAY,15.0,BUS,43841,323,254
2026-04,WEEKDAY,8.0,BUS,3501,97,262
2026-04,WEEKENDS/HOLIDAY,21.0,BUS,57059,28,11
2026-04,WEEKDAY,13.0,BUS,82029,4422,2980
2026-04,WEEKDAY,7.0,BUS,48049,2,4
2026-04,WEEKENDS/HOLIDAY,23.0,BUS,99129,42,11
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,26331,22,8
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,46511,103,276
2026-04,WEEKENDS/HOLIDAY,8.0,BUS,80109,472,1260
2026-04,WEEKDAY,6.0,BUS,68061,5,154
2026-04,WEEKDAY,23.0,BUS,46691,137,605
2026-04,WEEKENDS/HOLIDAY,22.0,BUS,76269,50,339
2026-04,WEEKDAY,9.0,BUS,14279,3668,2235
2026-04,WEEKDAY,5.0,BUS,45239,5,200
2026-04,WEEKDAY,7.0,BUS,14101,92,141
2026-04,WEEKDAY,10.0,BUS,24349,5,30
2026-04,WEEKDAY,21.0,BUS,43041,506,593
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,83062,916,1207
2026-04,WEEKDAY,0.0,BUS,43779,1,47
2026-04,WEEKENDS/HOLIDAY,23.0,BUS,42191,6,40
2026-04,WEEKDAY,13.0,BUS,95901,60,125
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,81129,2201,2107
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,16159,107,746
2026-04,WEEKDAY,23.0,BUS,1629,65,34
2026-04,WEEKDAY,20.0,BUS,16101,39,141
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,72141,8,18
2026-04,WEEKENDS/HOLIDAY,22.0,BUS,3539,20,22
2026-04,WEEKENDS/HOLIDAY,17.0,BUS,1629,115,182
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,59209,446,277
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,43309,60,69
2026-04,WEEKDAY,6.0,BUS,62021,554,37
2026-04,WEEKDAY,9.0,BUS,52119,150,28
2026-04,WEEKDAY,16.0,BUS,67701,157,646
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,63319,389,322
2026-04,WEEKDAY,6.0,BUS,66609,4703,105
2026-04,WEEKDAY,7.0,BUS,18071,1748,748
2026-04,WEEKENDS/HOLIDAY,22.0,BUS,65739,3,0
2026-04,WEEKENDS/HOLIDAY,23.0,BUS,57111,159,345
2026-04,WEEKENDS/HOLIDAY,13.0,BUS,40471,8,182
2026-04,WEEKDAY,7.0,BUS,29031,3714,458
2026-04,WEEKDAY,19.0,BUS,23221,218,6
2026-04,WEEKDAY,12.0,BUS,66369,1339,569
2026-04,WEEKENDS/HOLIDAY,12.0,BUS,58589,111,98
2026-04,WEEKDAY,21.0,BUS,10431,23,176
2026-04,WEEKENDS/HOLIDAY,6.0,BUS,53311,39,52
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,63159,33,20
2026-04,WEEKENDS/HOLIDAY,15.0,BUS,27529,58,33
2026-04,WEEKENDS/HOLIDAY,1.0,BUS,59819,2,3
2026-04,WEEKENDS/HOLIDAY,7.0,BUS,26379,14,43
2026-04,WEEKDAY,17.0,BUS,12101,11880,1619
2026-04,WEEKENDS/HOLIDAY,10.0,BUS,58339,251,696
2026-04,WEEKDAY,17.0,BUS,4331,1027,328
2026-04,WEEKDAY,23.0,BUS,22029,3,0
2026-04,WEEKENDS/HOLIDAY,9.0,BUS,65239,328,130
2026-04,WEEKDAY,0.0,BUS,50029,7,9
2026-04,WEEKENDS/HOLIDAY,5.0,BUS,53231,18,66
2026-04,WEEKENDS/HOLIDAY,14.0,BUS,13119,929,928
2026-04,WEEKDAY,6.0,BUS,22151,124,1
2026-04,WEEKENDS/HOLIDAY,11.0,BUS,12111,19,29
2026-04,WEEKDAY,13.0,BUS,67731,277,619
2026-04,WEEKDAY,12.0,BUS,50301,157,323
2026-04,WEEKENDS/HOLIDAY,11.0,BUS,70031,324,249
2026-04,WEEKENDS/HOLIDAY,18.0,BUS,92209,92,251
2026-04,WEEKENDS/HOLIDAY,20.0,BUS,16171,22,64
2026-04,WEEKDAY,8.0,BUS,17101,964,589
2026-04,WEEKDAY,5.0,BUS,57039,39,15
2026-04,WEEKDAY,11.0,BUS,84199,407,192
